Query,Join_size,True,Psql_est,Compass_estPlan
8_52_28,6,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_52_29,6,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_52_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_52_30,6,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_52_31,6,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_52_32,7,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_52_33,7,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_52_34,7,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_52_35,8,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_52_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_52_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_52_6,2,5299571.0,1090934.0,-1,"['lineitem-l', 'orders-o']"
8_52_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_52_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_52_9,3,1366523.0,439884.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_53_0,2,685191.0,221584.0,-1,"['customer-c', 'orders-o']"
8_53_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_53_10,3,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_53_11,3,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_53_12,3,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_53_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_53_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_53_15,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_53_16,4,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_53_17,4,136743.0,2015.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_53_18,4,2355579.0,549540.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_53_19,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_53_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_53_20,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_53_21,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_53_22,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_53_23,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_53_24,5,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_53_25,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_53_26,5,2355579.0,549540.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_53_27,6,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_53_28,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_53_29,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_53_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_53_30,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_53_31,6,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_53_32,7,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_53_33,7,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_53_34,7,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_53_35,8,410230.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_53_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_53_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_53_6,2,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o']"
8_53_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_53_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_53_9,3,685191.0,221584.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_54_0,2,228800.0,73231.0,-1,"['customer-c', 'orders-o']"
8_54_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_54_10,3,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_54_11,3,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_54_12,3,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_54_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_54_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_54_15,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_54_16,4,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_54_17,4,45782.0,666.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_54_18,4,686404.0,181617.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_54_19,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_54_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_54_20,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_54_21,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_54_22,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_54_23,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_54_24,5,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_54_25,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_54_26,5,686404.0,181617.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_54_27,6,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_54_28,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_54_29,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_54_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_54_30,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_54_31,6,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_54_32,7,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_54_33,7,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_54_34,7,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_54_35,8,137347.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_54_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_54_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_54_6,2,686404.0,181617.0,-1,"['lineitem-l', 'orders-o']"
8_54_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_54_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_54_9,3,228800.0,73231.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_55_0,2,457417.0,147897.0,-1,"['customer-c', 'orders-o']"
8_55_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_55_10,3,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_55_11,3,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_55_12,3,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_55_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_55_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_55_15,4,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_55_16,4,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_55_17,4,91614.0,1345.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_55_18,4,1372260.0,366792.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_55_19,4,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_55_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_55_20,4,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_55_21,5,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_55_22,5,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_55_23,5,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_55_24,5,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_55_25,5,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_55_26,5,1372260.0,366792.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_55_27,6,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_55_28,6,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_55_29,6,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_55_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_55_30,6,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_55_31,6,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_55_32,7,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_55_33,7,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_55_34,7,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_55_35,8,274843.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_55_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_55_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_55_6,2,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o']"
8_55_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_55_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_55_9,3,457417.0,147897.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_56_0,2,910132.0,291530.0,-1,"['customer-c', 'orders-o']"
8_56_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_56_10,3,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_56_11,3,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_56_12,3,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_56_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_56_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_56_15,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_56_16,4,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_56_17,4,182128.0,2651.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_56_18,4,3630396.0,723010.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_56_19,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_56_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_56_20,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_56_21,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_56_22,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_56_23,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_56_24,5,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_56_25,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_56_26,5,3630396.0,723010.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_56_27,6,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_56_28,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_56_29,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_56_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_56_30,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_56_31,6,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_56_32,7,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_56_33,7,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_56_34,7,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_56_35,8,846382.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_56_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_56_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_56_6,2,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o']"
8_56_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_56_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_56_9,3,910132.0,291530.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_57_0,2,911661.0,295311.0,-1,"['customer-c', 'orders-o']"
8_57_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_57_10,3,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_57_11,3,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_57_12,3,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_57_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_57_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_57_15,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_57_16,4,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_57_17,4,182337.0,2685.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_57_18,4,3334989.0,732387.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_57_19,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_57_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_57_20,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_57_21,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_57_22,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_57_23,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_57_24,5,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_57_25,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_57_26,5,3334989.0,732387.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_57_27,6,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_57_28,6,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_57_29,6,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_57_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_57_30,6,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_57_31,6,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_57_32,7,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_57_33,7,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_57_34,7,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_57_35,8,547013.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_57_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_57_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_57_6,2,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o']"
8_57_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_57_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_57_9,3,911661.0,295311.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_58_0,2,910132.0,291530.0,-1,"['customer-c', 'orders-o']"
8_58_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_58_10,3,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_58_11,3,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_58_12,3,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_58_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_58_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_58_15,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_58_16,4,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_58_17,4,182495.0,2651.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_58_18,4,3630396.0,723010.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_58_19,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_58_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_58_20,4,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_58_21,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_58_22,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_58_23,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_58_24,5,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_58_25,5,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_58_26,5,3630396.0,723010.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_58_27,6,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_58_28,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_58_29,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_58_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_58_30,6,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_58_31,6,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_58_32,7,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_58_33,7,3630396.0,723010.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_58_34,7,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_58_35,8,847484.0,6575.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_58_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_58_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_58_6,2,3630396.0,723010.0,-1,"['lineitem-l', 'orders-o']"
8_58_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_58_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_58_9,3,910132.0,291530.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_59_0,2,911661.0,295311.0,-1,"['customer-c', 'orders-o']"
8_59_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_59_10,3,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_59_11,3,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_59_12,3,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_59_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_59_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_59_15,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_59_16,4,3334989.0,732387.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_59_17,4,182205.0,2685.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_59_18,4,3334989.0,732387.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_59_19,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_59_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_59_20,4,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_59_21,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_59_22,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_59_23,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_59_24,5,546617.0,6660.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_59_25,5,3334989.0,732387.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_59_26,5,3334989.0,732387.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
